[1680729079080, [1.329, 9.31, -2.573], [0.004557, 0.000126, 0.009851]]
[1680729079120, [1.346, 9.271, -2.611], [-0.005011, -0.005061, 0.013845]]
[1680729079140, [1.356, 9.296, -2.561], [0.002718, -0.002095, 0.013962]]
[1680729079160, [1.365, 9.273, -2.62], [-0.001063, -0.004969, 0.013984]]
[1680729079180, [1.349, 9.307, -2.562], [-1.5e-05, -0.001531, 0.009307]]
[1680729079200, [1.35, 9.304, -2.591], [0.000661, -0.003078, 0.011474]]
[1680729079260, [1.348, 9.288, -2.601], [-0.005308, -0.001781, 0.010052]]
[1680729079280, [1.358, 9.283, -2.629], [0.004218, -0.003153, 0.012912]]
[1680729079300, [1.378, 9.307, -2.565], [-0.004642, -0.002776, 0.011354]]
[1680729079320, [1.362, 9.286, -2.638], [-0.000368, -0.001848, 0.011362]]
[1680729079340, [1.342, 9.326, -2.572], [-0.000877, -0.002156, 0.011403]]
[1680729079360, [1.367, 9.277, -2.611], [-0.001091, -0.001568, 0.013827]]
[1680729079380, [1.338, 9.288, -2.625], [-0.00374, -0.002617, 0.009077]]
[1680729079400, [1.377, 9.27, -2.557], [0.002444, -0.002309, 0.011793]]
[1680729079420, [1.357, 9.324, -2.652], [-0.003237, -0.002364, 0.011842]]
[1680729079440, [1.349, 9.274, -2.6], [0.000488, -0.001553, 0.01128]]
[1680729079460, [1.347, 9.312, -2.598], [-0.002913, -0.002069, 0.013106]]
[1680729079480, [1.354, 9.287, -2.567], [-0.00359, -0.001431, 0.012172]]
[1680729079500, [1.348, 9.328, -2.623], [-0.001388, -0.003414, 0.012885]]
[1680729079520, [1.365, 9.273, -2.612], [0.00074, -0.001779, 0.011573]]
[1680729079540, [1.358, 9.287, -2.613], [-0.003399, -0.003021, 0.011125]]
[1680729079560, [1.379, 9.291, -2.599], [0.00017, -0.002726, 0.011712]]
[1680729079580, [1.361, 9.282, -2.602], [-0.002124, -0.002737, 0.011425]]
[1680729079600, [1.359, 9.272, -2.585], [-0.000258, -0.000712, 0.012332]]
[1680729079620, [1.35, 9.279, -2.567], [-0.002553, -0.003579, 0.010632]]
[1680729079640, [1.344, 9.292, -2.59], [-0.003012, -0.00451, 0.013848]]
[1680729079660, [1.349, 9.297, -2.581], [0.003109, -0.003776, 0.014883]]
[1680729079680, [1.361, 9.288, -2.589], [-0.000244, -0.002872, 0.011385]]
[1680729079700, [1.356, 9.301, -2.562], [-0.000116, -0.001294, 0.009948]]
[1680729079720, [1.351, 9.301, -2.61], [0.000557, -0.002894, 0.013025]]
[1680729079740, [1.359, 9.291, -2.576], [-0.003909, -0.002675, 0.010491]]
[1680729079760, [1.374, 9.273, -2.612], [0.001625, -0.003559, 0.015293]]
[1680729079780, [1.371, 9.3, -2.609], [-0.003362, -0.002958, 0.010647]]
[1680729079800, [1.346, 9.304, -2.606], [-0.001867, -0.003097, 0.0135]]
[1680729079820, [1.372, 9.297, -2.583], [-0.002142, -0.002215, 0.012276]]
[1680729079840, [1.367, 9.28, -2.584], [0.000992, -0.001762, 0.012075]]
[1680729079860, [1.349, 9.266, -2.636], [-0.003123, -0.003164, 0.011136]]
[1680729079880, [1.341, 9.282, -2.613], [0.002729, -0.002326, 0.011918]]
[1680729079900, [1.37, 9.307, -2.597], [-0.002703, -0.003814, 0.011793]]
[1680729079920, [1.35, 9.293, -2.606], [-0.000858, -0.002118, 0.011625]]
[1680729079940, [1.357, 9.291, -2.605], [0.001334, -0.003529, 0.011473]]
[1680729079960, [1.354, 9.315, -2.594], [-0.005067, -0.001839, 0.010664]]
