[1680900000020, [-0.386, 8.151, 5.668], [-0.001265, -0.003768, 0.012518]]
[1680900000040, [-0.381, 8.155, 5.642], [-0.000363, -0.0021, 0.01252]]
[1680900000060, [-0.388, 8.146, 5.684], [8.6e-05, -0.002788, 0.011545]]
[1680900000080, [-0.39, 8.133, 5.672], [2.9e-05, -0.002928, 0.010814]]
[1680900000100, [-0.383, 8.151, 5.674], [-0.000574, -0.002788, 0.011812]]
[1680900000120, [-0.354, 8.136, 5.692], [-0.00092, -0.002965, 0.013483]]
[1680900000140, [-0.392, 8.167, 5.737], [-0.001023, -0.002058, 0.010884]]
[1680900000160, [-0.366, 8.174, 5.709], [-0.001255, -0.001658, 0.013129]]
[1680900000180, [-0.389, 8.159, 5.648], [-0.000762, -0.002518, 0.011411]]
[1680900000200, [-0.385, 8.128, 5.672], [0.000963, -0.003272, 0.012335]]
[1680900000220, [-0.385, 8.129, 5.704], [-0.001956, -0.001681, 0.01353]]
[1680900000240, [-0.39, 8.142, 5.704], [-3.4e-05, -0.002638, 0.011383]]
[1680900000260, [-0.383, 8.159, 5.695], [-0.003227, -0.003142, 0.012113]]
[1680900000280, [-0.399, 8.141, 5.691], [0.000142, -0.002871, 0.012185]]
[1680900000300, [-0.361, 8.141, 5.679], [-0.001099, -0.001826, 0.012653]]
[1680900000320, [-0.384, 8.181, 5.681], [-0.000681, -0.002269, 0.011353]]
[1680900000340, [-0.371, 8.173, 5.719], [-0.000414, -0.002646, 0.01217]]
[1680900000360, [-0.382, 8.139, 5.659], [0.000237, -0.002487, 0.012286]]
[1680900000380, [-0.375, 8.152, 5.68], [-0.000914, -0.003132, 0.011572]]
[1680900000400, [-0.364, 8.16, 5.66], [-0.001499, -0.001837, 0.013608]]
[1680900000420, [-0.399, 8.165, 5.648], [0.000523, -0.001194, 0.010646]]
[1680900000440, [-0.374, 8.147, 5.747], [0.000724, -0.002419, 0.011699]]
[1680900000460, [-0.396, 8.151, 5.642], [-0.001465, -0.002942, 0.011443]]
[1680900000480, [-0.387, 8.161, 5.647], [-0.000109, -0.001079, 0.011378]]
[1680900000500, [-0.376, 8.137, 5.684], [-0.002055, -0.00299, 0.013001]]
[1680900000520, [-0.351, 8.158, 5.706], [0.000815, -0.002405, 0.011341]]
[1680900000540, [-0.363, 8.153, 5.659], [-0.001679, -0.00314, 0.01138]]
[1680900000560, [-0.37, 8.126, 5.705], [-0.000579, -0.003086, 0.01123]]
[1680900000580, [-0.369, 8.159, 5.711], [-0.000679, -0.001471, 0.011517]]
[1680900000600, [-0.38, 8.153, 5.655], [-0.002168, -0.002528, 0.011306]]
[1680900000620, [-0.384, 8.128, 5.698], [-0.000398, -0.001529, 0.012075]]
[1680900000640, [-0.392, 8.157, 5.705], [0.00053, -0.002461, 0.011665]]
[1680900000660, [-0.392, 8.149, 5.706], [-0.000367, -0.002941, 0.010783]]
[1680900000680, [-0.397, 8.183, 5.718], [0.000356, -0.001836, 0.012104]]
[1680900000700, [-0.386, 8.145, 5.711], [-0.000791, -0.002572, 0.013699]]
[1680900000720, [-0.368, 8.153, 5.685], [0.000271, -0.0022, 0.011192]]
[1680900000740, [-0.368, 8.136, 5.721], [0.000621, -0.00218, 0.012028]]
[1680900000760, [-0.368, 8.141, 5.691], [0.001948, -0.001362, 0.011831]]
[1680900000780, [-0.373, 8.15, 5.703], [-0.000761, -0.002786, 0.012119]]
[1680900000800, [-0.375, 8.146, 5.72], [-0.00058, -0.001371, 0.012321]]
[1680900000820, [-0.347, 8.166, 5.683], [0.000842, -0.002724, 0.011569]]
[1680900000840, [-0.38, 8.127, 5.682], [-0.000441, -0.002774, 0.012051]]
[1680900000860, [-0.415, 8.15, 5.712], [0.002162, -0.000969, 0.012398]]
[1680900000880, [-0.369, 8.142, 5.688], [-0.002364, -0.002448, 0.011585]]
[1680900000900, [-0.391, 8.112, 5.626], [-0.000768, -0.002496, 0.011626]]
[1680900000920, [-0.362, 8.138, 5.71], [0.0002, -0.00115, 0.011674]]
[1680900000940, [-0.365, 8.174, 5.646], [-0.002664, -0.002551, 0.012797]]
[1680900000960, [-0.369, 8.152, 5.68], [0.002298, -0.003044, 0.011318]]
[1680900000980, [-0.373, 8.137, 5.717], [-1e-06, -0.002381, 0.012418]]
[1680900001000, [-0.37, 8.148, 5.67], [-0.002308, -0.002175, 0.012313]]
[1680900001020, [-0.393, 8.146, 5.675], [-0.000191, -0.002388, 0.0117]]
[1680900001040, [-0.413, 8.139, 5.703], [-0.002617, -0.00404, 0.012191]]
[1680900001060, [-0.396, 8.166, 5.698], [0.001148, -0.00271, 0.01292]]
[1680900001080, [-0.364, 8.163, 5.687], [-0.00118, -0.001187, 0.012233]]
[1680900001100, [-0.361, 8.144, 5.657], [-0.001897, -0.00264, 0.012345]]
[1680900001120, [-0.374, 8.168, 5.718], [7.4e-05, -0.002216, 0.011511]]
[1680900001140, [-0.359, 8.131, 5.682], [0.001291, -0.001581, 0.011347]]
[1680900001160, [-0.344, 8.158, 5.687], [0.001683, -0.002349, 0.011548]]
[1680900001180, [-0.366, 8.156, 5.664], [-0.001731, -0.002637, 0.011121]]
[1680900001200, [-0.412, 8.166, 5.677], [0.000377, -0.003027, 0.0116]]
[1680900001220, [-0.384, 8.145, 5.677], [-0.000956, -0.002763, 0.01257]]
[1680900001240, [-0.385, 8.15, 5.676], [-0.00019, -0.001062, 0.011058]]
[1680900001260, [-0.394, 8.152, 5.678], [0.000154, -0.003267, 0.011937]]
[1680900001280, [-0.381, 8.156, 5.672], [-0.002116, -0.003528, 0.014404]]
[1680900001320, [-0.395, 8.167, 5.712], [0.000682, -0.001245, 0.010699]]
[1680900001340, [-0.368, 8.149, 5.691], [-0.002493, -0.003835, 0.013145]]
[1680900001360, [-0.371, 8.138, 5.676], [-0.00253, -0.002723, 0.013211]]
[1680900001380, [-0.383, 8.15, 5.678], [0.000348, -0.00208, 0.010497]]
[1680900001400, [-0.353, 8.147, 5.672], [-0.001286, -0.002381, 0.012674]]
[1680900001420, [-0.388, 8.145, 5.704], [0.000881, -0.001086, 0.010405]]
[1680900001440, [-0.373, 8.164, 5.697], [-0.000784, -0.002324, 0.011639]]
[1680900001460, [-0.387, 8.13, 5.661], [-0.001189, -0.002462, 0.01202]]
[1680900001480, [-0.393, 8.145, 5.716], [0.000417, -0.00268, 0.011583]]
[1680900001500, [-0.383, 8.142, 5.665], [-0.000863, -0.001702, 0.011985]]
[1680900001520, [-0.366, 8.153, 5.713], [-0.000452, -0.001623, 0.011985]]
[1680900001540, [-0.361, 8.156, 5.658], [-0.001258, -0.001596, 0.01245]]
[1680900001560, [-0.385, 8.14, 5.65], [0.000339, -0.004331, 0.012974]]
[1680900001580, [-0.374, 8.142, 5.716], [-0.001831, -0.001323, 0.011064]]
[1680900001600, [-0.396, 8.156, 5.71], [-0.001701, -0.003009, 0.01211]]
[1680900001620, [-0.377, 8.128, 5.695], [0.001442, -0.000906, 0.011108]]
[1680900001640, [-0.406, 8.142, 5.67], [0.000739, -0.001902, 0.011892]]
[1680900001660, [-0.411, 8.161, 5.663], [-0.00069, -0.001369, 0.011928]]
[1680900001680, [-0.361, 8.191, 5.722], [0.00121, -0.002602, 0.012121]]
[1680900001700, [-0.382, 8.161, 5.698], [-0.00018, -0.003883, 0.012604]]
[1680900001720, [-0.376, 8.176, 5.701], [-0.000843, -0.002066, 0.01129]]
[1680900001740, [-0.38, 8.139, 5.686], [-0.001466, -0.003055, 0.010938]]
[1680900001760, [-0.346, 8.155, 5.703], [0.00046, -0.002414, 0.011287]]
[1680900001780, [-0.36, 8.133, 5.714], [-0.001499, -0.002904, 0.012148]]
[1680900001800, [-0.398, 8.135, 5.687], [0.002312, -0.003412, 0.011362]]
[1680900001820, [-0.347, 8.154, 5.746], [-8.1e-05, -0.001645, 0.011331]]
[1680900001840, [-0.355, 8.121, 5.665], [-0.001115, -0.002465, 0.011783]]
[1680900001860, [-0.382, 8.157, 5.656], [-0.000161, -0.000914, 0.010817]]
[1680900001880, [-0.384, 8.154, 5.689], [-0.001218, -0.003839, 0.013118]]
[1680900001900, [-0.384, 8.134, 5.668], [-0.00127, -0.00182, 0.012215]]
[1680900001920, [-0.392, 8.16, 5.703], [-0.000193, -0.002356, 0.010529]]
[1680900001940, [-0.394, 8.12, 5.695], [-0.001765, -0.002472, 0.0123]]
[1680900001960, [-0.393, 8.134, 5.692], [0.00035, -0.00222, 0.01173]]
[1680900001980, [-0.369, 8.158, 5.735], [-0.001327, -0.002455, 0.010323]]
[1680900002000, [-0.353, 8.13, 5.683], [0.000514, -0.002058, 0.011414]]
[1680900002020, [-0.395, 8.143, 5.696], [-0.000149, -0.00191, 0.011162]]
[1680900002040, [-0.384, 8.191, 5.672], [0.000519, 2.2e-05, 0.011297]]
[1680900002060, [-0.397, 8.16, 5.718], [-0.000901, -0.003283, 0.013256]]
[1680900002080, [-0.385, 8.133, 5.662], [-0.00052, -0.001804, 0.011748]]
[1680900002100, [-0.37, 8.133, 5.688], [-0.000137, -0.002349, 0.011741]]
[1680900002120, [-0.366, 8.125, 5.683], [-0.001888, -0.003938, 0.012347]]
[1680900002140, [-0.361, 8.164, 5.686], [0.001149, -0.001249, 0.011032]]
[1680900002160, [-0.373, 8.148, 5.692], [-0.000574, -0.003319, 0.012377]]
[1680900002180, [-0.376, 8.116, 5.705], [-0.00047, -0.003347, 0.012232]]
[1680900002200, [-0.349, 8.152, 5.694], [0.00037, -0.000686, 0.011981]]
[1680900002220, [-0.357, 8.152, 5.696], [-0.002088, -0.003463, 0.012821]]
[1680900002240, [-0.384, 8.155, 5.699], [0.000294, -0.001835, 0.010675]]
[1680900002260, [-0.374, 8.135, 5.686], [-0.001026, -0.001854, 0.011335]]
[1680900002280, [-0.379, 8.157, 5.682], [-0.000834, -0.001983, 0.012746]]
[1680900002300, [-0.378, 8.149, 5.721], [-0.00027, -0.001404, 0.011103]]
[1680900002320, [-0.391, 8.127, 5.691], [-0.000856, -0.002809, 0.01152]]
[1680900002360, [-0.39, 8.116, 5.658], [-0.000569, -0.00306, 0.013293]]
[1680900002380, [-0.382, 8.12, 5.708], [-0.001405, -0.00283, 0.012839]]
[1680900002400, [-0.374, 8.148, 5.699], [-0.000286, -0.002278, 0.011181]]
[1680900002420, [-0.365, 8.151, 5.685], [-0.000363, -0.002587, 0.011664]]
[1680900002440, [-0.371, 8.158, 5.684], [-0.000277, -0.0025, 0.010412]]
[1680900002460, [-0.377, 8.14, 5.696], [0.000356, -0.001282, 0.011766]]
[1680900002480, [-0.394, 8.15, 5.686], [-0.001174, -0.002921, 0.013351]]
[1680900002500, [-0.408, 8.157, 5.681], [-0.000366, -0.001397, 0.011649]]
[1680900002520, [-0.387, 8.16, 5.691], [-0.000986, -0.002495, 0.011822]]
[1680900002540, [-0.365, 8.141, 5.668], [-0.000347, -0.002512, 0.012035]]
[1680900002560, [-0.365, 8.165, 5.694], [-0.00028, -0.001304, 0.011528]]
[1680900002580, [-0.363, 8.13, 5.681], [-0.002964, -0.003468, 0.011412]]
[1680900002600, [-0.368, 8.158, 5.66], [0.002644, -0.002369, 0.011216]]
[1680900002620, [-0.353, 8.143, 5.709], [-0.000489, -0.003416, 0.010943]]
[1680900002640, [-0.404, 8.133, 5.691], [-0.002936, -0.00177, 0.011661]]
[1680900002660, [-0.38, 8.179, 5.709], [-0.000881, -0.002078, 0.011244]]
[1680900002680, [-0.396, 8.149, 5.713], [-0.001936, -0.002826, 0.01256]]
[1680900002700, [-0.37, 8.142, 5.683], [0.000534, -0.002133, 0.010752]]
[1680900002720, [-0.378, 8.149, 5.662], [-0.001526, -0.002226, 0.012079]]
[1680900002740, [-0.379, 8.126, 5.691], [-0.00221, -0.002915, 0.012761]]
[1680900002760, [-0.37, 8.155, 5.681], [0.000599, -0.001495, 0.010724]]
[1680900002780, [-0.365, 8.152, 5.719], [-0.003393, -0.002746, 0.012894]]
[1680900002800, [-0.355, 8.167, 5.665], [0.000221, -0.001633, 0.01133]]
[1680900002820, [-0.36, 8.175, 5.699], [-0.001944, -0.002844, 0.011177]]
[1680900002840, [-0.36, 8.146, 5.696], [-0.001428, -0.00283, 0.013024]]
