[1680900896100, [-0.379, 8.15, 5.713], [-0.00073, -0.001688, 0.012579]]
[1680900896140, [-0.358, 8.141, 5.692], [-0.000391, -0.001463, 0.013164]]
[1680900896160, [-0.373, 8.15, 5.707], [0.001674, -0.002003, 0.011099]]
[1680900896180, [-0.365, 8.166, 5.673], [-0.001976, -0.00245, 0.011759]]
[1680900896240, [-0.395, 8.118, 5.64], [-0.000324, -0.002572, 0.01191]]
[1680900896260, [-0.377, 8.131, 5.717], [-0.001089, -0.001831, 0.012448]]
[1680900896280, [-0.392, 8.134, 5.696], [-0.002429, -0.001826, 0.012037]]
[1680900896300, [-0.377, 8.165, 5.698], [0.000777, -0.000425, 0.011083]]
[1680900896320, [-0.372, 8.147, 5.689], [-0.003672, -0.001814, 0.012666]]
[1680900896340, [-0.401, 8.117, 5.651], [-0.001537, -0.001449, 0.01283]]
[1680900896360, [-0.399, 8.12, 5.685], [0.000934, -0.001142, 0.010872]]
[1680900896380, [-0.366, 8.128, 5.71], [-0.002363, -0.002598, 0.01254]]
[1680900896400, [-0.379, 8.143, 5.671], [0.00186, -0.001471, 0.010868]]
[1680900896420, [-0.376, 8.135, 5.699], [0.000686, -0.001741, 0.01199]]
[1680900896440, [-0.369, 8.131, 5.721], [-0.002153, -0.002493, 0.01251]]
[1680900896460, [-0.421, 8.177, 5.734], [0.000148, -0.001874, 0.010545]]
[1680900896500, [-0.346, 8.166, 5.745], [-0.000604, -0.003992, 0.0125]]
[1680900896520, [-0.377, 8.19, 5.678], [0.000924, -0.001531, 0.012121]]
[1680900896540, [-0.354, 8.132, 5.693], [0.000828, -0.003727, 0.011988]]
[1680900896560, [-0.369, 8.147, 5.694], [-0.00197, -0.001794, 0.013128]]
[1680900896580, [-0.371, 8.112, 5.666], [0.000289, -0.001844, 0.011661]]
[1680900896600, [-0.343, 8.153, 5.669], [-0.001488, -0.002886, 0.012274]]
[1680900896620, [-0.361, 8.125, 5.691], [0.001121, -0.002148, 0.011356]]
[1680900896640, [-0.349, 8.139, 5.702], [-0.001807, -0.003804, 0.01254]]
[1680900896660, [-0.374, 8.141, 5.708], [0.00057, -0.002021, 0.012301]]
[1680900896680, [-0.4, 8.149, 5.709], [-0.001437, -0.003281, 0.011828]]
[1680900896700, [-0.373, 8.128, 5.665], [0.000125, -0.003285, 0.011346]]
[1680900896720, [-0.378, 8.132, 5.715], [-0.000334, -0.001504, 0.011462]]
[1680900896740, [-0.396, 8.136, 5.665], [-0.001445, -0.002055, 0.011736]]
[1680900896760, [-0.399, 8.188, 5.703], [0.000858, -0.002589, 0.011935]]
[1680900896780, [-0.368, 8.165, 5.696], [-0.001992, -0.003046, 0.012159]]
[1680900896800, [-0.379, 8.132, 5.677], [1.5e-05, -0.002388, 0.010044]]
[1680900896820, [-0.363, 8.129, 5.692], [-0.000692, -0.001093, 0.011068]]
[1680900896840, [-0.379, 8.157, 5.631], [-0.000932, -0.003487, 0.012588]]
[1680900896860, [-0.379, 8.181, 5.671], [0.001423, -0.002581, 0.011042]]
[1680900896880, [-0.362, 8.15, 5.714], [-0.003405, -0.002602, 0.012854]]
[1680900896900, [-0.385, 8.148, 5.664], [-0.000334, -0.002296, 0.012106]]
[1680900896920, [-0.36, 8.151, 5.687], [0.000897, -0.001937, 0.011341]]
[1680900896940, [-0.376, 8.132, 5.66], [-0.002154, -0.003449, 0.011472]]
