[1680900142520, [-0.335, 8.163, 5.676], [-0.002177, -0.002499, 0.011616]]
[1680900142540, [-0.389, 8.167, 5.677], [-0.000106, -0.00142, 0.011269]]
[1680900142560, [-0.401, 8.135, 5.675], [-0.001425, -0.00134, 0.011457]]
[1680900142580, [-0.377, 8.141, 5.677], [-0.001165, -0.002438, 0.011125]]
[1680900142600, [-0.359, 8.159, 5.711], [0.000599, -0.002775, 0.011472]]
[1680900142620, [-0.364, 8.137, 5.696], [-0.001443, -0.002427, 0.011564]]
[1680900142660, [-0.368, 8.134, 5.71], [-0.000208, -0.001703, 0.01174]]
[1680900142680, [-0.353, 8.154, 5.698], [-0.000378, -0.001808, 0.011874]]
[1680900142700, [-0.373, 8.144, 5.648], [-0.000612, -0.002167, 0.010096]]
[1680900142720, [-0.381, 8.157, 5.722], [-0.000232, -0.00133, 0.011628]]
[1680900142740, [-0.376, 8.149, 5.707], [-0.002425, -0.001919, 0.013263]]
[1680900142780, [-0.369, 8.165, 5.687], [0.000587, -0.001753, 0.011153]]
[1680900142800, [-0.376, 8.144, 5.682], [-0.001906, -0.002956, 0.011771]]
[1680900142820, [-0.386, 8.154, 5.677], [-0.000197, -0.00118, 0.01173]]
[1680900142840, [-0.38, 8.137, 5.702], [-0.001182, -0.002003, 0.01167]]
[1680900142860, [-0.383, 8.155, 5.703], [0.000127, -0.001638, 0.011964]]
[1680900142880, [-0.369, 8.134, 5.692], [-0.001039, -0.001199, 0.01192]]
[1680900142900, [-0.376, 8.133, 5.702], [-0.001757, -0.002496, 0.012137]]
[1680900142920, [-0.373, 8.151, 5.687], [-0.000779, -0.001605, 0.011035]]
[1680900142940, [-0.37, 8.156, 5.669], [-0.001874, -0.002974, 0.012649]]
[1680900142960, [-0.393, 8.142, 5.697], [-0.00024, -0.00148, 0.009914]]
[1680900142980, [-0.361, 8.15, 5.675], [-0.000342, -0.003321, 0.01054]]
[1680900143000, [-0.378, 8.134, 5.703], [-0.001957, -0.002355, 0.012915]]
[1680900143020, [-0.388, 8.158, 5.692], [0.000731, -0.00244, 0.010496]]
[1680900143040, [-0.367, 8.134, 5.698], [-0.001133, -0.002832, 0.012468]]
[1680900143060, [-0.415, 8.139, 5.682], [-0.002011, -0.002745, 0.011995]]
[1680900143080, [-0.393, 8.159, 5.692], [-9.5e-05, -0.001426, 0.009978]]
[1680900143100, [-0.382, 8.122, 5.677], [-0.002562, -0.003142, 0.013007]]
[1680900143120, [-0.369, 8.148, 5.687], [0.001323, -0.002585, 0.011589]]
[1680900143140, [-0.403, 8.145, 5.699], [-0.000972, -0.000966, 0.012866]]
[1680900143160, [-0.359, 8.185, 5.713], [-0.000272, -0.002768, 0.013132]]
[1680900143180, [-0.401, 8.152, 5.694], [-0.001382, -0.002362, 0.011488]]
[1680900143200, [-0.379, 8.174, 5.697], [-0.002264, -0.002663, 0.011501]]
[1680900143220, [-0.375, 8.149, 5.697], [0.000317, -0.002072, 0.012109]]
[1680900143240, [-0.389, 8.129, 5.66], [-0.004371, -0.00388, 0.013033]]
[1680900143260, [-0.385, 8.13, 5.682], [0.0011, -0.000794, 0.009797]]
[1680900143280, [-0.373, 8.142, 5.677], [-0.002507, -0.004726, 0.01297]]
[1680900143300, [-0.391, 8.172, 5.689], [0.001502, -0.001483, 0.010725]]
[1680900143320, [-0.367, 8.144, 5.664], [-0.001687, -0.001669, 0.011237]]
[1680900143340, [-0.371, 8.145, 5.692], [-0.002509, -0.002859, 0.012422]]
[1680900143360, [-0.368, 8.144, 5.666], [0.001521, 0.000446, 0.010581]]
[1680900143380, [-0.401, 8.173, 5.639], [-0.00484, -0.003776, 0.013145]]
[1680900143400, [-0.391, 8.134, 5.661], [-8.2e-05, -0.001721, 0.010489]]
[1680900143420, [-0.378, 8.142, 5.712], [-0.000552, -0.001327, 0.011913]]
[1680900143440, [-0.386, 8.146, 5.661], [-0.001759, -0.002004, 0.012117]]
[1680900143460, [-0.399, 8.153, 5.715], [-0.000789, -0.001765, 0.011595]]
[1680900143480, [-0.371, 8.153, 5.676], [-0.002201, -0.001723, 0.012097]]
[1680900143500, [-0.367, 8.117, 5.674], [-0.000647, -0.001834, 0.011062]]
[1680900143520, [-0.402, 8.138, 5.68], [-0.00309, -0.003015, 0.01221]]
[1680900143540, [-0.383, 8.133, 5.698], [0.000612, -0.001356, 0.011188]]
[1680900143560, [-0.365, 8.146, 5.707], [-1e-06, -0.002532, 0.012698]]
[1680900143580, [-0.382, 8.133, 5.65], [-0.000901, -0.001749, 0.011394]]
[1680900143600, [-0.379, 8.15, 5.689], [-0.000527, -0.003391, 0.012727]]
[1680900143620, [-0.399, 8.165, 5.681], [-0.001314, -0.002415, 0.012321]]
[1680900143640, [-0.377, 8.159, 5.683], [-0.000383, -0.001103, 0.010512]]
[1680900143660, [-0.38, 8.141, 5.699], [-0.000867, -0.003193, 0.012853]]
[1680900143680, [-0.385, 8.172, 5.71], [-0.000648, -0.002962, 0.011662]]
[1680900143700, [-0.377, 8.149, 5.73], [0.000597, -0.002191, 0.012552]]
[1680900143720, [-0.393, 8.119, 5.665], [-0.00201, -0.00325, 0.012429]]
[1680900143740, [-0.352, 8.157, 5.684], [0.001501, -0.002333, 0.01221]]
[1680900143760, [-0.35, 8.124, 5.692], [-0.000885, -0.004111, 0.011889]]
[1680900143780, [-0.41, 8.152, 5.655], [0.003158, -0.000679, 0.010058]]
[1680900143800, [-0.384, 8.137, 5.623], [-0.000747, -0.003371, 0.013742]]
[1680900143820, [-0.362, 8.135, 5.71], [5.6e-05, -0.001072, 0.010158]]
[1680900143840, [-0.399, 8.14, 5.681], [-0.000884, -0.002456, 0.011294]]
[1680900143860, [-0.364, 8.151, 5.714], [-0.000912, -0.002416, 0.011353]]
[1680900143880, [-0.405, 8.139, 5.632], [-9.9e-05, -0.001852, 0.011547]]
[1680900143900, [-0.336, 8.146, 5.695], [-0.003549, -0.004585, 0.01326]]
[1680900143920, [-0.335, 8.132, 5.711], [0.001784, -0.002479, 0.011949]]
[1680900143940, [-0.41, 8.144, 5.682], [-0.001427, -0.002111, 0.011935]]
[1680900143960, [-0.365, 8.137, 5.661], [-0.001624, -0.002195, 0.012206]]
[1680900143980, [-0.379, 8.147, 5.659], [0.001339, -0.001566, 0.010642]]
[1680900144000, [-0.38, 8.126, 5.702], [-0.001552, -0.002479, 0.012815]]
[1680900144020, [-0.393, 8.154, 5.699], [0.00309, -0.00118, 0.009764]]
[1680900144040, [-0.404, 8.13, 5.722], [-0.00334, -0.003373, 0.013658]]
[1680900144060, [-0.329, 8.151, 5.715], [0.000719, -0.001911, 0.010006]]
[1680900144080, [-0.372, 8.153, 5.671], [0.001206, -0.000639, 0.010539]]
[1680900144100, [-0.392, 8.143, 5.652], [-0.00347, -0.00379, 0.012759]]
[1680900144120, [-0.385, 8.153, 5.669], [0.002189, -0.001314, 0.009782]]
[1680900144140, [-0.393, 8.149, 5.667], [-0.002651, -0.003048, 0.013273]]
[1680900144160, [-0.368, 8.147, 5.621], [0.000773, -0.001718, 0.011514]]
[1680900144180, [-0.412, 8.154, 5.689], [0.001342, -0.001994, 0.011191]]
[1680900144200, [-0.378, 8.143, 5.713], [-0.003987, -0.004848, 0.014406]]
[1680900144220, [-0.394, 8.142, 5.67], [0.001503, -0.000295, 0.00984]]
[1680900144240, [-0.385, 8.166, 5.727], [-0.001223, -0.001832, 0.011985]]
[1680900144260, [-0.37, 8.155, 5.661], [-0.001142, -0.002276, 0.012245]]
