[1680900960540, [-0.351, 8.143, 5.681], [-0.001236, -0.003492, 0.014421]]
[1680900960560, [-0.347, 8.154, 5.702], [0.000512, -0.001105, 0.010629]]
[1680900960580, [-0.366, 8.155, 5.725], [-0.001102, -0.002061, 0.011708]]
[1680900960600, [-0.365, 8.138, 5.658], [-0.000806, -0.001362, 0.012005]]
[1680900960620, [-0.38, 8.147, 5.699], [-0.001107, -0.002267, 0.010606]]
[1680900960640, [-0.397, 8.149, 5.618], [-0.001765, -0.0038, 0.012609]]
[1680900960680, [-0.405, 8.174, 5.684], [-0.000624, -0.002088, 0.011668]]
[1680900960700, [-0.378, 8.124, 5.68], [-1.7e-05, -0.003137, 0.011854]]
[1680900960720, [-0.372, 8.129, 5.679], [0.000947, -0.001316, 0.010125]]
[1680900960740, [-0.379, 8.138, 5.694], [-0.001237, -0.002882, 0.011652]]
[1680900960760, [-0.358, 8.144, 5.687], [-0.00056, -0.002408, 0.011911]]
[1680900960800, [-0.368, 8.137, 5.715], [0.00061, -0.001077, 0.01177]]
[1680900960820, [-0.371, 8.163, 5.713], [-0.000321, -0.002782, 0.01189]]
[1680900960840, [-0.379, 8.144, 5.676], [0.001648, -0.001587, 0.010551]]
[1680900960860, [-0.367, 8.137, 5.672], [-0.001151, -0.003315, 0.013147]]
[1680900960880, [-0.37, 8.143, 5.661], [-0.002849, -0.001541, 0.011692]]
[1680900960900, [-0.398, 8.127, 5.707], [0.00074, -0.001718, 0.011169]]
[1680900960920, [-0.398, 8.134, 5.658], [-0.000424, -0.001186, 0.011523]]
[1680900960940, [-0.38, 8.162, 5.694], [-0.000391, -0.002531, 0.010768]]
[1680900960960, [-0.38, 8.144, 5.704], [-0.000777, -0.001619, 0.012993]]
[1680900960980, [-0.393, 8.153, 5.697], [-0.001158, -0.003174, 0.011815]]
[1680900961000, [-0.367, 8.148, 5.724], [0.00012, -0.001882, 0.012155]]
[1680900961020, [-0.348, 8.142, 5.687], [-0.000306, -0.002145, 0.011907]]
[1680900961040, [-0.371, 8.139, 5.678], [0.000326, -0.002645, 0.011247]]
[1680900961060, [-0.392, 8.153, 5.733], [-0.001143, -0.00181, 0.012715]]
[1680900961080, [-0.37, 8.146, 5.698], [-0.000529, -0.003014, 0.012339]]
[1680900961100, [-0.381, 8.162, 5.698], [-0.001712, -0.002228, 0.013219]]
[1680900961120, [-0.385, 8.152, 5.677], [0.000357, -0.002808, 0.012075]]
[1680900961140, [-0.389, 8.139, 5.687], [-0.001182, -0.001847, 0.011426]]
[1680900961160, [-0.369, 8.152, 5.67], [-0.000774, -0.003506, 0.011886]]
[1680900961180, [-0.36, 8.161, 5.69], [-0.001659, -0.002685, 0.012115]]
[1680900961200, [-0.365, 8.137, 5.737], [-0.00048, -0.002673, 0.011914]]
[1680900961220, [-0.383, 8.153, 5.695], [-0.001701, -0.003025, 0.011508]]
[1680900961240, [-0.364, 8.143, 5.664], [0.000951, -0.000605, 0.010742]]
[1680900961260, [-0.358, 8.139, 5.689], [-0.001947, -0.003072, 0.012814]]
[1680900961280, [-0.401, 8.149, 5.688], [0.000808, -0.001747, 0.011541]]
[1680900961300, [-0.373, 8.142, 5.715], [-0.002891, -0.003188, 0.012471]]
[1680900961320, [-0.37, 8.121, 5.682], [-0.000636, -0.002414, 0.011197]]
[1680900961340, [-0.385, 8.118, 5.693], [0.000705, -0.002127, 0.011155]]
[1680900961360, [-0.377, 8.123, 5.679], [-0.001673, -0.003215, 0.012057]]
[1680900961380, [-0.393, 8.151, 5.693], [0.000541, -0.001506, 0.011193]]
[1680900961400, [-0.332, 8.117, 5.714], [-0.001804, -0.003335, 0.01243]]
[1680900961420, [-0.353, 8.137, 5.677], [0.000979, -0.00229, 0.011959]]
[1680900961440, [-0.364, 8.142, 5.673], [-0.00101, -0.00214, 0.011563]]
[1680900961460, [-0.347, 8.144, 5.689], [-0.00093, -0.003298, 0.012469]]
[1680900961480, [-0.377, 8.132, 5.678], [-0.001735, -0.002034, 0.012148]]
[1680900961500, [-0.366, 8.141, 5.65], [-0.000198, -0.002765, 0.012074]]
[1680900961520, [-0.385, 8.132, 5.667], [-0.001295, -0.002607, 0.012567]]
[1680900961540, [-0.376, 8.142, 5.677], [-0.001766, -0.002639, 0.011729]]
[1680900961560, [-0.384, 8.147, 5.689], [-0.00095, -0.001816, 0.012837]]
[1680900961580, [-0.351, 8.15, 5.701], [-0.00064, -0.002184, 0.013374]]
[1680900961600, [-0.377, 8.142, 5.635], [-0.001188, -0.001601, 0.010551]]
[1680900961620, [-0.379, 8.156, 5.676], [0.001934, -0.00147, 0.010383]]
[1680900961640, [-0.378, 8.15, 5.715], [-0.002894, -0.002373, 0.01383]]
[1680900961660, [-0.379, 8.148, 5.67], [-0.000679, -0.002004, 0.011321]]
