[1680900900020, [-0.361, 8.169, 5.726], [0.002246, -0.003241, 0.010606]]
[1680900900040, [-0.375, 8.161, 5.683], [-0.001808, -0.001947, 0.012418]]
[1680900900060, [-0.376, 8.149, 5.685], [-0.000444, -0.002389, 0.012064]]
[1680900900080, [-0.376, 8.151, 5.676], [-0.001049, -0.00397, 0.012475]]
[1680900900100, [-0.383, 8.158, 5.688], [-0.00082, -0.002284, 0.01244]]
[1680900900120, [-0.389, 8.15, 5.686], [-0.001902, -0.0021, 0.012283]]
[1680900900140, [-0.418, 8.127, 5.668], [0.001076, -0.002, 0.011493]]
[1680900900160, [-0.389, 8.143, 5.725], [-0.001295, -0.000848, 0.01048]]
[1680900900180, [-0.399, 8.167, 5.682], [-0.002568, -0.002943, 0.012669]]
[1680900900200, [-0.374, 8.141, 5.7], [0.000285, -0.001165, 0.01051]]
[1680900900220, [-0.374, 8.138, 5.698], [-0.00244, -0.002424, 0.012827]]
[1680900900240, [-0.37, 8.142, 5.69], [-0.000299, -0.001764, 0.012298]]
[1680900900260, [-0.387, 8.156, 5.723], [-0.000528, -0.001912, 0.011823]]
[1680900900280, [-0.386, 8.113, 5.662], [-0.002175, -0.001348, 0.012252]]
[1680900900300, [-0.359, 8.158, 5.674], [6.5e-05, -0.003102, 0.011082]]
[1680900900320, [-0.355, 8.157, 5.67], [-0.000521, -0.002929, 0.012396]]
[1680900900340, [-0.403, 8.148, 5.649], [0.00192, -7.6e-05, 0.011861]]
[1680900900360, [-0.36, 8.138, 5.667], [-0.001082, -0.002318, 0.013007]]
[1680900900380, [-0.381, 8.165, 5.676], [-0.000492, -0.001529, 0.011681]]
[1680900900400, [-0.362, 8.135, 5.688], [-1e-05, -0.002668, 0.011665]]
[1680900900420, [-0.369, 8.145, 5.731], [-0.000936, -0.003583, 0.013898]]
[1680900900440, [-0.367, 8.13, 5.665], [-0.000108, -0.000855, 0.011225]]
[1680900900460, [-0.359, 8.147, 5.68], [-0.002223, -0.001273, 0.01226]]
[1680900900480, [-0.385, 8.131, 5.693], [-0.002084, -0.001815, 0.012895]]
[1680900900500, [-0.368, 8.129, 5.715], [-0.001009, -0.00202, 0.011461]]
[1680900900520, [-0.377, 8.163, 5.666], [-0.00045, -0.002367, 0.011132]]
[1680900900540, [-0.363, 8.125, 5.711], [-0.001228, -0.002346, 0.010341]]
[1680900900560, [-0.373, 8.142, 5.676], [-0.000196, -0.002906, 0.012003]]
[1680900900580, [-0.371, 8.132, 5.706], [-0.000735, -0.001134, 0.012558]]
[1680900900600, [-0.389, 8.169, 5.741], [-0.002426, -0.00264, 0.011875]]
[1680900900620, [-0.393, 8.16, 5.65], [0.000103, -0.002272, 0.011829]]
[1680900900640, [-0.384, 8.158, 5.721], [0.000275, -0.002037, 0.011806]]
[1680900900660, [-0.377, 8.14, 5.665], [-0.002423, -0.003231, 0.011645]]
[1680900900680, [-0.375, 8.163, 5.663], [-0.000284, -0.003142, 0.01166]]
[1680900900700, [-0.384, 8.145, 5.724], [-0.001734, -0.001458, 0.012928]]
[1680900900720, [-0.401, 8.131, 5.684], [-8e-05, -0.002545, 0.011822]]
[1680900900740, [-0.38, 8.155, 5.678], [0.001648, -0.00166, 0.012756]]
[1680900900760, [-0.382, 8.134, 5.626], [-0.002389, -0.004412, 0.013438]]
[1680900900780, [-0.386, 8.159, 5.704], [-0.000628, -0.002429, 0.01154]]
[1680900900800, [-0.378, 8.15, 5.707], [-0.00166, -0.003363, 0.012275]]
[1680900900820, [-0.386, 8.136, 5.666], [-0.00137, -0.001921, 0.012017]]
[1680900900840, [-0.382, 8.14, 5.704], [-0.000151, -0.0013, 0.011584]]
[1680900900860, [-0.363, 8.16, 5.696], [-0.003412, -0.00303, 0.012105]]
[1680900900880, [-0.385, 8.148, 5.682], [-0.001058, -0.00287, 0.011533]]
[1680900900900, [-0.365, 8.132, 5.668], [-0.001531, -0.003993, 0.011697]]
[1680900900920, [-0.372, 8.149, 5.698], [-0.000372, -0.002031, 0.011844]]
