[1680899743660, [-0.407, 8.116, 5.695], [0.000109, -0.003326, 0.011916]]
[1680899743680, [-0.387, 8.149, 5.686], [0.002012, -0.001926, 0.009914]]
[1680899743700, [-0.375, 8.149, 5.722], [-0.00202, -0.002168, 0.011931]]
[1680899743720, [-0.386, 8.17, 5.709], [0.0022, -0.002522, 0.011775]]
[1680899743740, [-0.353, 8.149, 5.661], [-0.001676, -0.001211, 0.011546]]
[1680899743760, [-0.367, 8.12, 5.667], [-0.002623, -0.002983, 0.01212]]
[1680899743820, [-0.368, 8.16, 5.67], [0.00139, -0.000684, 0.010833]]
[1680899743840, [-0.386, 8.147, 5.682], [-0.00213, -0.004007, 0.012222]]
[1680899743860, [-0.399, 8.135, 5.689], [-0.000338, -0.000893, 0.011022]]
[1680899743880, [-0.374, 8.139, 5.683], [0.001382, -0.001371, 0.010706]]
[1680899743900, [-0.393, 8.138, 5.643], [-0.001913, -0.00286, 0.012751]]
[1680899743920, [-0.368, 8.122, 5.702], [0.001183, -0.000401, 0.010162]]
[1680899743940, [-0.352, 8.153, 5.69], [-0.000473, -0.003425, 0.011639]]
[1680899743960, [-0.398, 8.136, 5.723], [-0.002707, -0.001995, 0.012396]]
[1680899743980, [-0.38, 8.158, 5.698], [-0.00103, -0.002074, 0.011251]]
[1680899744000, [-0.376, 8.14, 5.689], [-0.001155, -0.001552, 0.012482]]
[1680899744020, [-0.362, 8.161, 5.691], [-8.4e-05, -0.002295, 0.012276]]
[1680899744040, [-0.374, 8.14, 5.695], [-0.001243, -0.001616, 0.012529]]
[1680899744060, [-0.376, 8.162, 5.66], [-0.001673, -0.002933, 0.011827]]
[1680899744080, [-0.386, 8.15, 5.699], [-0.001726, -0.002406, 0.012642]]
[1680899744100, [-0.384, 8.17, 5.665], [-0.000935, -0.002727, 0.01195]]
[1680899744120, [-0.369, 8.16, 5.69], [-0.000291, -0.002974, 0.011141]]
[1680899744140, [-0.367, 8.122, 5.683], [-0.000857, -0.0014, 0.013492]]
[1680899744160, [-0.375, 8.128, 5.673], [0.000773, -0.002145, 0.011394]]
[1680899744180, [-0.372, 8.163, 5.737], [-0.002876, -0.002281, 0.013265]]
[1680899744200, [-0.35, 8.126, 5.683], [0.000352, -0.001923, 0.011992]]
[1680899744220, [-0.371, 8.145, 5.698], [-0.000294, -0.001034, 0.011955]]
[1680899744240, [-0.359, 8.151, 5.661], [-0.001516, -0.003207, 0.012636]]
